item_original_name,item_extracted_name,item_price
Optimus L5 II Dual E455, Celular Lg E 455 Liga Fica Tela Inicial Os 2207 ,59
P10, Sony Xperia XA Dual SIM 16 GB Branco 2 GB RAM ,699
P10 Plus, Smartphone Huawei P10 Plus 4gb/64gb Dualsim 5.5 Câm.12/20mp ,2.999
P10Plus,,
P2, Celular Dl Yc330 Acompanha Fone P2 C/ Microfone Citysound M2 ,199
P20, Sony Xperia XA1 Dual SIM 32 GB Dourado 3 GB RAM ,1.750
P20 Pro, (2.299 À Vista) P20 Pro Global 128gb Azul + 2 Carregadores ,2.499
P20 lite, Huawei P20 Lite 32gb Android 8.0 Oreo Dual Sim Tela De 5.84 ,1.749
P30, Huawei P Series P30 Pro Dual SIM 256 GB Black 8 GB RAM ,4.540
P30 lite, Smartphone Huawei P30 Lite 128gb 4gb +película+ Capinha Top ,1.750
P8 GRA-L09,,
P8 Lite, Celular Huawei 16gb Smartphone Android Dual Sim P8 Lite ,799
P9, Multilaser Flip Up Dual SIM 32 MB Preto 32 MB RAM ,114
P9 Plus," Huawei P9 Plus Gold 16gb Tela 5,5 Polegadas - Não Original ",300
P9 lite, Huawei P9 Lite 2016 ,900
PACM00,,
PACT00,,
PH-1, Esential Phone Ph-1 ,1.100
PIXI 4 (5), Alcatel Onetouch Pixi 4 5045 - 5'' 8gb 8mp 4g - De Vitrine ,449
PIXI3(4.5), Celular Alcatel Pixi3 4028 Desb 4028e 4 Gb Com Tv Digital ,269
PIXI4 (3.5), Smartphone Alcatel Pixi4 Colors 4034e Preto 3 Capas Vitrine ,429
PLATINUM 4.0+, Celular Smartphone Sky Platinum 4.0 ,239
"POP 4 6"" 4G android", LG G Series G6 64 GB Astro black 4 GB RAM ,1.400
POP 4S, Celular Alcatel ,400
PRA-LX1,,
PRA-LX3, Celular Huawei P20 Lite Ane-lx3 4/32gb Preto Global + Nf ,1.535
PULP FAB,,
PURE XL, Celular Blu Purê Xl ,1.000
PURE XR, Blu Pure Xr ,999
Phoenix 2,,
Phoenix 3, Smartphone Lg K4 M150 2017 16gb Tela De 5.0 5mp/5mp Os 6.0. ,500
Phone 2, Asus ROG Phone II ZS660KL Dual SIM 128 GB Preto-brilhante 8 GB RAM ,4.400
Pixel, Xiaomi Redmi 8A Dual SIM 32 GB Vermelho-pôr do sol 2 GB RAM ,920
Pixel 2, Xiaomi Redmi 8A Dual SIM 32 GB Vermelho-pôr do sol 2 GB RAM ,920
Pixel 2 XL, Google Pixel 2 Xl - 128gb - Touch Não Funciona ,990
Pixel 3, Google® Pixel 3 - Película + Case (envio Imediato) ,2.499
Pixel 3 XL,,
Pixel 3a, Celular Google Pixel 3a Xl ,2.800
Pixel 3a XL, Celular Google Pixel 3a Xl ,2.800
Pixel XL, Celular Google Pixel Xl 32gb Película 3m Carregador Grade C ,598
Pocophone F1, Xiaomi Pocophone F1 Dual SIM 64 GB Steel blue 6 GB RAM ,2.350
Polaroid Snap S60, Celular Smartphone Cat Caterpillar S60 Com Câmera Térmica ,3.886
Pop 2," Alcatel Onetouch Pop C1 4015 - Dual Chip, 2mp - Novo ",299
Positivo OCTA, Positivo Octa ( Edição Ilimitada ) Para Retirada De Peças ,200
Power 3, Motorola Moto G G8 Play Dual SIM 32 GB Knight gray 2 GB RAM ,879
Power 3S,,
Prime, LG K Series K12 Prime Dual SIM 64 GB Aurora black 3 GB RAM ,985
Pulse Power,,
Q05A," Smartphone Qtouch Q05a Tela 4 , Câmera 5mp Quad Core Verde C ",179
Q5-3G, Smartphone Quantum Muv Q5 16gb Dual Rosa Original ,429
Q6, LG Q Series Q6 Dual SIM 32 GB Astro black 3 GB RAM ,754
Quantum Go, Celular Quantum Go2 4g 32gb/3gb Octa Core 13mp/13mp ,479
Quantum Lio +, Smartphone E Maquininha Cielo Quantum Lio+ Qc84 ,699
Quantum MUV PRO, Smartphone Quantum Muv Up Q13 Core 32gb 4g Wi-fi Câmera 13mp ,599
Quantum Muv, Celular Smartphone Quantum Muv Up 32gb Usado Excelente ,709
R1 HD, Celular Blu R1 Hd R0011uu - 5.0 - Dual-sim - 8gb- 4g Lte ,892
R2 LTE, Blu R2 R0171 Dual Sim 4g Lte Tela 5.2 Hd 32gb/3gb 13/13mp ,580
R2 Plus,,
RAINBOW JAM, iPhone 6 Plus Cinza Espacial Jamais Inicializado. Novo ,3.300
RAZR D1 XT915," Motorola Razr D1 Xt915 Com Tv, Android 4.1, 5 Mp - Novo ",329
RAZR D1 XT916, Celular Razr D1 Xt-916 (defeito) ,79
RAZR XT910," Motorola Razr Xt910 - 3g, Wi-fi, Dual Core Wi-fi 4g - Usado ",399
RCT6203W46,,
REVVL 2,,
ROBBY,,
Razr D1 - XT918, Motorola Razr D1 Xt916 Xt918 Peças ,40
Razr i XT890," Motorola Razr I Xt890 -android 4.0, 8 Mp, 2.0ghz, Novo ",499
RedMi 3, Xiaomi Redmi 8 Dual SIM 32 GB Preto-ônix 3 GB RAM ,1.019
Redmi  7A, Xiaomi Redmi 7A (12 Mpx) Dual SIM 32 GB Matte black 2 GB RAM ,880
Redmi  Go, Xiaomi Redmi Go Dual SIM 16 GB Preto 1 GB RAM ,562
Redmi  Note  6  Pro, Xiaomi Redmi Note 8 Pro Dual SIM 128 GB Azul-escuro 6 GB RAM ,1.980
Redmi  Note  7, Xiaomi Redmi Note 7 (48 Mpx) Dual SIM 64 GB Space black 4 GB RAM ,1.399
Redmi  Note  7 Pro, Xiaomi Redmi Note 7 Pro Dual SIM 128 GB Moonlight white 6 GB RAM ,1.999
Redmi  S2, Xiaomi Redmi S2 Dual SIM 32 GB Cinza 3 GB RAM ,1.005
Redmi 4 Pro, Xiaomi Redmi Note 8 Pro Dual SIM 128 GB Cinza-mineral 6 GB RAM ,1.960
Redmi 4A, Celular Xiaomi Redmi 4a 2gb 16gb Rose Gold + Nota Fiscal ,917
Redmi 4X, Smartphone Xiaomi Redmi Note 4x (pronta Entrega) ,1.299
Redmi 5, Xiaomi Redmi Note 7 (48 Mpx) Dual SIM 64 GB Space black 4 GB RAM ,1.399
Redmi 5 Plus, Xiaomi Redmi 5 Plus Dual SIM 32 GB Dourado 3 GB RAM ,1.100
Redmi 5A, Xiaomi Redmi Note 5a Prime 3gb/32gb Display Trincado ,450
Redmi 6, Xiaomi Redmi Note 8 Pro Dual SIM 128 GB Cinza-mineral 6 GB RAM ,1.960
Redmi 6A, Xiaomi Redmi 6A Dual SIM 16 GB Preto 2 GB RAM ,1.099
Redmi 6Pro, Xiaomi Redmi Note 8 Pro Dual SIM 128 GB Cinza-mineral 6 GB RAM ,1.960
Redmi 7, Xiaomi Redmi Note 7 (48 Mpx) Dual SIM 64 GB Space black 4 GB RAM ,1.399
Redmi K20, Xiaomi K20 Pro 512 Gb 12gb Ram Exclusive Snap 855 + Plus Mi9 ,3.850
Redmi K20 Pro, Xiaomi K20 Pro 512 Gb 12gb Ram Exclusive Snap 855 + Plus Mi9 ,3.850
Redmi Note 3, Xiaomi Redmi Note 8 Dual SIM 32 GB Azul-netuno 3 GB RAM ,1.329
Redmi Note 4, Xiaomi Redmi Note 8 Dual SIM 64 GB Preto-espacial 4 GB RAM ,1.460
Redmi Note 5 Pro, Xiaomi Redmi Note 7 Pro Dual SIM 128 GB Moonlight white 6 GB RAM ,1.999
Redmi Note 5A, Xiaomi Redmi Note 5a Prime 3gb/32gb Display Trincado ,450
Redmi Pro, Xiaomi Redmi Note 8 Pro Dual SIM 128 GB Cinza-mineral 6 GB RAM ,1.960
Robin,,
S10_Pro, Samsung Galaxy S10 Dual SIM 128 GB Branco-prisma 8 GB RAM ,2.999
S2PRO,,
S30, Celular S30 Cartepillarcom Defeito ,300
S31, Smartphone Caterpillar S31 Prova Choque ,1.650
S41, CAT S41 Dual SIM 32 GB Preto 3 GB RAM ,2.820
S430 Twist Mini, Positivo Twist Mini Modelo:s430 Lê Descrição! ,60
S8, Samsung Galaxy S8+ Dual SIM 64 GB Preto-meia-noite 4 GB RAM ,1.992
SGH-I337, Smartphone Samsung Galaxy E7 E700m 16gb Seminovo ,599
SHARK, Xiaomi Mi 8 Lite Dual SIM 64 GB Midnight black 4 GB RAM ,1.580
SHARP Z2, Celular Sharp Z2 4gb Ram 32gb Cor Dourado ,649
SKY Vega,,
SM-G3502l, Smartphone Samsung Sm-g3502l - Defeito ,32
SM-P905M Galaxy NotePRO, Samsung Galaxy J2 Core Dual SIM 16 GB Prata (Lavanda) 1 GB RAM ,519
SONY C6903 XPERIA LTE, Sony Xperia XZ 32 GB Azul-bosque 3 GB RAM ,2.000
STARTRAIL 8,,
STUDIO G, Celular Blu Studio C Hd S-090q - 5.0 - Dual-sim - 8gb - 3g ,339
STUDIO G HD LTE, Smartphone Blu Studio G Hd Lte (2 Chips) ,200
STUDIO G PLUS, Telefone Blu Studio G Plus ,400
STUDIO M HD, Blu Studio M Hd Para Retirada De Peças ,40
STUDIO MAX, Blu Studio Max S0310uu 16gb Rose ,499
STUDIO ONE PLUS, Samsung Galaxy S10+ Dual SIM 128 GB Preto-prisma 8 GB RAM ,3.599
STUDIO TOUCH, Celular Blu Studio X D750l Não Liga Touch E Display Trincado ,55
SUNNY,,
Selfie, Xiaomi Mi A3 Dual SIM 64 GB Branco-puro 4 GB RAM ,1.595
Slate 7,,
Slim, Multilaser Flip Up Dual SIM 32 MB Preto 32 MB RAM ,114
Smart 2 Pro,,
Smart E8,,
Smart N8," Nokia N8 N8-00 12mp Gps 16gb Wifi, Usado - Mancha No Display ",249
Smart Ultra 6, Sony Xperia XA2 Ultra Dual SIM 64 GB Preto 4 GB RAM ,3.250
Smart V8,,
Smart turbo 7, Carregador Turbo . ,70
Smart ultra 7,,
Smart_N9_Lite, Huawei P Series P Smart 2019 Dual SIM 64 GB Azul-aurora 3 GB RAM ,1.669
Smarti ANDROID S420, Samsung Galaxy S9 Dual SIM 128 GB Cinza-titânio 4 GB RAM ,2.288
Spirit 4G MS870, Lg Spirit 3g H420 Usado! ,360
Spree, Lg K4 K120 (com Defeito) ,70
Starnaute 4,,
Studio C HD, Celular Blu Studio C Hd S-090q - 5.0 - Dual-sim - 8gb - 3g ,339
Studio J2, Celular Blu Grand Studio J2 Lacrado Anatel Tela5 Android Nfe ,599
Studio View XL, Smartphone Blu Studio View Xl Dual Sim 3g 5.7 Garantia 1 Ano ,599
Studio XL 2, Smartphone Blu Studio Xl 2 ,280
Stylo 2, Celular LG H 502 Para Retirar Peças Os 2325 ,149
Stylo3,,
Stylus2, Celular Lg Stylus 2 K520dy 5.7 Dual Sim 16gb Cinza + Nf-e ,799
Stylus2 4G," Lg Stylus 2 K520dy Dual Sim 4g 16gb 5,7 13mp ",1.215
Stylus3, Samsung Galaxy A3 Dual SIM 16 GB Branco-pérola 1 GB RAM ,699
Sunny2 Plus, Apple iPhone 8 Plus 64 GB Ouro 3 GB RAM ,3.130
Super, Multilaser Flip Vita Dual SIM 32 MB Azul/Preto 32 MB RAM ,167
T00J, Asus Zenfone 5 Tela Trincada E Bateria Descarregando Rápido ,220
T10," Celular Vaic T10 Dual Chip 2,9¨ Tv Com Defeito - 13347 ",48
T1060,,
T5, Leagoo T5 ,1.000
TAB3 730M, Samsung Galaxy Tab3 ,305
TB-8704X, Tablet Napoli Npl-785tb (sucata) ,69
TB3 8 Plus, Apple iPhone 8 Plus 64 GB Ouro 3 GB RAM ,3.130
TB3-X70F,,
TCL C5, TCL C5 Dual SIM 32 GB Preto 2 GB RAM ,597
THOR, Vernee Thor E 4g Smartphone - Preto ,999
Tab 3 V SM-T116,,
Tab 3 lite (SM-T110),,
Tab 7 Essential, Samsung Galaxy Tab3 ,305
TabF\xc3\xa1cil,,
Titan, Apple iPhone 6s 64 GB Cinza-espacial 2 GB RAM ,2.199
Twist, Celular Barato Positivo Twist 2 Pro 32gb + Capa/película 3g ,499
Twist 2 Fit, Smartphone Positivo Twist 2 Fit 3g 8gb Dual Chip S509 ,398
Twist 2 Pro, Celular Barato Positivo Twist 2 Pro 32gb + Capa/película 3g ,499
Twist 2018, Celular Positivo Twist S511 (tw2018) Rosa ,420
Twist 4G, Smartphone Positivo Twist L S520 8gb Dual 4g | Vitrine ,399
Twist Metal," Positivo Twist S531 32gb Tela 5,2 Dual And 8.0 Go Vitrine ",450
Twist Metal 32G, Positivo Twist Metal S531t 32gb Cinza Novo Lacrado ,599
Twist Mini," Celular Positivo Twist Mini S431 Dual Chip, Tela 4 , 8gb ",288
Twist XL, Smartphone Positivo Twist Xl 3g Dual Chip ,890
U FEEL,,
U FEEL PRIME,,
U PULSE,,
U PULSE LITE,,
U11, Htc U11 (sprint) 64gb/4gb Ram Azul Em Bom Estado ,900
U12 Life, Htc U12 Life - Azul | 64gb ,1.899
U16 Max,,
U2, Ci Carga Tristar 1610a3 iPhone 5s 6 6p 6s 6sp Se Original U2 ,31
U20_Plus, Celular Sony Ericsson Xperia X10 Mini Original U20 Defeito ,24
U22, Oukitel U22 3g Smartphone Preto ,649
V, Xiaomi Mi 9T Dual SIM 64 GB Preto-carvão 6 GB RAM ,2.020
V20, Huawei Honor V20 Dual 128gb - Kirin 980 - Completo Mate P30 ,2.800
V30, Lg V30 Frete Gratuito ,2.600
V5s,,
VFD 600, Celular Multilaser Up 2chip Quad Cam Mp3/4 Fm P3293 ,99
VFD1100,,
VIBE K10, Celular Lenovo C2 K10 A40 Sem Funcionar ,150
VIBE K6, Lenovo Vibe Series Vibe K6 Plus Dual SIM 32 GB Dourado 3 GB RAM ,859
VIBE K6 Note, Celular Lenovo K6 Note 32gb Biometria Com Poucas Marcas Uso ,320
VIBE K6 Power,,
VIEW, Blackview Bv9600 Pro 6gb 128gb 12x Sem Juros Pronta Entrega ,2.886
VIVO 5, Samsung Galaxy S III Mini 8 GB Pebble blue 1 GB RAM ,449
VIVO 5R, Celular Blu Vivo 5r Com Defeito No Display ,230
VIVO 6, LG Q Series Q6 Dual SIM 32 GB Astro black 3 GB RAM ,754
VIVO XL, Celular Blu Grand Xl ,300
Venue 8 (3830),,
View Prime, Wiko View Prime ,120
View2 Go, Samsung Galaxy J2 Core Dual SIM 16 GB Prata (Lavanda) 1 GB RAM ,519
Vivo XI," Celular Blu Xi+ 64gb,leia A Descrição Antes De Compra ",1.599
Vivo XI+," Celular Blu Xi+ 64gb,leia A Descrição Antes De Compra ",1.599
Vivo XL3, Celular Blu Xl3 Vo250ww ,150
Vivo_8_LL, Multilaser Flip Vita Dual SIM 32 MB Azul/Preto 32 MB RAM ,167
Vodafone Smart E9,,
Vodafone Smart N10,,
Vodafone Smart N9,,
Vodafone Smart X9,,
WIM, Celular Samsung Galaxy Win Duos Usado Seminovo Bom ,329
WP2, Smartphone Celular Oukitel Wp2 Ip68 4gb 64gb 12x Sem Juros ,1.998
W_K120," Celular Motorola W388 Só Funciona Vivo, Câmera - Novo ",199
W_K300, Celular Sony Ericsson W200i ,115
W_K400," Celular Motorola W388 Só Funciona Vivo, Câmera - Novo ",199
X, Samsung Galaxy J2 Core Dual SIM 16 GB Prata (Lavanda) 1 GB RAM ,519
X Style, Sony Xperia XZ Premium Dual SIM 64 GB Preto-mar-profundo 4 GB RAM ,3.760
X cam, Samsung Galaxy A30s Dual SIM 64 GB Prism crush white 4 GB RAM ,1.111
X max, Asus ZenFone Max Shot ZB634KL Dual SIM 64 GB Preto 4 GB RAM ,945
X power, Motorola Moto G G7 Power Dual SIM 64 GB Ceramic black 4 GB RAM ,1.495
X screen, Xiaomi Redmi 7A (13 Mpx) Dual SIM 16 GB Morning blue 2 GB RAM ,678
X008D,,
X1 Lite, Neffos X1 Lite ,649
X19, Cubot X19 ,800
X30, Celular ,699
X5 max pro, Smartphone Doogee X5 Max Pro ,400
X500, Positivo Next X500 X 500 - Frontal Completa - Original ,103
X9009,,
XT1032, Motorola Xt1032 G1 Seminovo Funcionando Preto ,299
Xperia C C2304, Sony Xperia XA Ultra 16 GB Preto-grafite 3 GB RAM ,915
Xperia C4 Dual, Celular Smartphone Sony Xperia C4 E5303 Novo Vitrine ,399
Xperia C5 Ultra Dual, Smartphone Sony E5563 Xperia C5 Ultra Dual | Vitrine ,729
Xperia E Dual C1604," Celular Sony Xperia 3,5¨ E Dual-sim C1604 Com Defeito - 2226 ",41
Xperia E1 (D2004), Xperia E1 D2004 Com Defeito ,49
Xperia E1 TV dual D2114, Sony Xperia E1 Dual SIM 4 GB Preto 512 MB RAM ,369
Xperia E3 Dual, Sony Xperia E3 Branco D2212 (leia A Descrição Do Anuncio) ,175
Xperia E4 Dual," Sony Xperia E4 E2124 Dual Chip - 3g, 8gb, 5mp - Usado ",249
Xperia E5, Sony Xperia E5 16 GB Preto-grafite 1.5 GB RAM ,597
Xperia L C2104," Sony Xperia L C2104 - Android 4.1, 8.0mp, 1 Ghz - Novo ",379
Xperia L1, Celular Sony Xperia L1 G3312 16gb Dual Chip Original Novo ,1.749
Xperia L2,,
Xperia M C2005,,
Xperia M Dual  C2004, Celular Sony Xperia C 2004 Para Retirar Peças Os 1787 ,99
Xperia M2 Aqua, Sony D2403 Xperia M2 Aqua 1gb Ram Tela 4.8 | Usado ,299
Xperia M2 D2303, Sony M2 D2303 D2305 D2306 Peças ,25
Xperia M2 D2306," Sony Xperia M2 D2306 - Android 4.3, 8mp, 3g/4g Wi-fi - Novo ",639
Xperia M4 Aqua, Sony Xperia M4 Aqua Dual SIM 16 GB Preto 2 GB RAM ,749
Xperia M4 Aqua Dual, Sony Xperia M4 Aqua Dual SIM 16 GB Preto 2 GB RAM ,749
Xperia M5, Sony Xperia M5 16 GB Preto 3 GB RAM ,1.299
Xperia M5 Dual, Sony Xperia M5 16 GB Preto 3 GB RAM ,1.299
Xperia SP C5303, Sony Xperia Sp C5303 8gb Tela 4.6 4g Lte Original Vitrine ,259
Xperia T2 Ultra, Celular Smartphone Sony Xperia T2 Ultra Dual Vitirine Branco ,397
Xperia T2 Ultra dual(D5322), Smartphone Sony Xperia T2 Ultra Dual D5322 Quad-core 1.4 Ghz ,499
Xperia T3, Celular Sony T2 D5106 Para Retirar Peça ,249
Xperia X, Sony Xperia XA Dual SIM 16 GB Preto-grafite 2 GB RAM ,713
Xperia X Compact, Sony Xperia Z3 Compact 16 GB Preto 2 GB RAM ,1.300
Xperia X1, Sony Xperia Z3 Compact 16 GB Preto 2 GB RAM ,1.300
Xperia XA, Sony Xperia XA Dual SIM 16 GB Preto-grafite 2 GB RAM ,713
Xperia XA Ultra, Sony Xperia XA Ultra 16 GB Preto-grafite 3 GB RAM ,915
Xperia XA1, Sony Xperia XA1 Plus Dual SIM 32 GB Preto 4 GB RAM ,1.900
Xperia XA1 Plus, Sony Xperia XA1 Plus Dual SIM 32 GB Preto 4 GB RAM ,1.900
Xperia XA1 Ultra, Sony Xperia XA1 Ultra Dual SIM 64 GB Dourado 4 GB RAM ,2.960
Xperia XA2, Sony Xperia XA2 Ultra Dual SIM 64 GB Preto 4 GB RAM ,3.250
Xperia XA2 Ultra, Sony Xperia XA2 Ultra 32 GB Preto 4 GB RAM ,3.499
Xperia XZ, Sony Xperia XZ 32 GB Azul-bosque 3 GB RAM ,2.000
Xperia XZ Premium, Sony Xperia XZ Premium Dual SIM 64 GB Preto-mar-profundo 4 GB RAM ,3.760
Xperia XZ1, Sony Xperia XZ1 Dual SIM 64 GB Preto 4 GB RAM ,3.000
Xperia XZ1 Compact, Sony Xperia Xz1 Compact 32gb 4gb Ram Lte G8441 ,1.450
Xperia XZ2, Sony Xperia XZ2 64 GB Preto-líquido 4 GB RAM ,3.500
Xperia XZ2 Compact, Sony Xperia XZ2 Compact 64 GB Verde-musgo 4 GB RAM ,3.700
Xperia Z C6616, Sony Xperia XA Dual SIM 16 GB Preto-grafite 2 GB RAM ,713
Xperia Z1 LTE C6943, Sony Xperia Z1 Tv C6943 16gb 4g 20.7mp Preto Vitrine 3 ,529
Xperia Z2 (Sirius), Sony Xperia XA Dual SIM 16 GB Preto-grafite 2 GB RAM ,713
Xperia Z2 LTE-A D6543," Sony Xperia Z2 D6543 - Android 4.4, 20.7mp - Mostruário ",649
Xperia Z3, Sony Xperia Z3 Compact 16 GB Preto 2 GB RAM ,1.300
Xperia Z3 Compact, Sony Xperia Z3 Compact 16 GB Preto 2 GB RAM ,1.300
Xperia Z3 LTE, Sony Xperia XZ 32 GB Azul-bosque 3 GB RAM ,2.000
Xperia Z3+, Sony Xperia Z3 Dual D6633 Preto Fazer Reparo No Touch ,349
Xperia Z3+ Dual, Sony Z3 Caixa Vazia ,29
Xperia Z5, Sony Xperia Z5 E6603 32gb 3gb Ram 23mp Cinza Vitrine 1 ,1.299
Xperia Z5 Compact, Para Xperia Z5 Compact /z5 Premium Camera Módulo Fix Repair ,173
Xperia Z5 Premium, Para Xperia Z5 Compact /z5 Premium Camera Módulo Fix Repair ,173
Xperia Z5 Premium Dual, Celular Sony Xperia Z5 Premium E6833 32gb + Frete Gratis ,2.215
Xperia Z5 dual, Sony Xperia Z5 32gb Dual E6683 E6633 Original ,1.199
Xperia ZL, Sony Zq C6502 Retirada Original ,138
Y221-U03,,
Y340-U081, Huawei Y340-u081 Preto ,450
Y5, Celular Huawei Honor Y5ll Cun-u29 Dual 8gb Original Vitrine ,558
Y5II,,
Y6, Celular Huawei Y6 2018 16gb 2gb Azul + Nf ,949
Y6 2017, Samsung Galaxy A5 (2017) 32 GB Preto 3 GB RAM ,1.250
Y6 2019,,
Y6 Max, Celular Huawei Y6 2018 16gb 2gb Azul + Nf ,1.011
Y7, Smartphone Huawei Y7 Pro - Global 4g + 64gb Azul ,1.590
Y7Plus,,
Y8, Smartphone Doogee Y8 32gb 3gb Ram Verde ,799
Y9 Prime 2019, Huawei Y9 Prime Dual 128gb - Câmera Pop Up - Completo + Case ,1.500
YM-M5C, Meizu M Series M5c Dual SIM 16 GB Preto 2 GB RAM ,499
YPY S500, Positivo Ypy S500 Preto - Retina Display - Original ,158
YU4711,,
You, Quantum You Dual SIM 32 GB Rosa 3 GB RAM ,649
You 2, Quatun You 2 ,30
You E, Quantum You Dual SIM 32 GB Rosa 3 GB RAM ,649
You L, Smartphone Celular Quantum You L Q11 Original (telaquebrada) ,459
Z2, Motorola Moto Z Z2 Play Dual SIM 64 GB Ouro-fino 4 GB RAM ,1.800
Z2 Pro, Lenovo Zuk Z2 Pro ,799
Z5, BLU Z5 Dual SIM 32 MB Preto 32 MB RAM ,103
Z557BL,,
ZTE Blade A460, Celular Zte Blade A470 ,40
ZTE Blade A522, ZTE Blade A3 Lite 16 GB Cinza 1 GB RAM ,469
ZenFone 2 Laser (ZE600KL),,
ZenFone 2 Laser (ZE601KL), Asus Zenfone 2 Laser Ze601kl 32gb 2gb 4g Cinza Reembalado ,649
ZenFone 3 Deluxe (ZS550KL), Smartphone Asus Zenfone 3 Deluxe Zs550kl 64gb Dual Orginal ,3.914
ZenFone 3 Max (ZC520TL), Smartphone Asus Zenfone 3 Max 16gb 2gb 5.2'' Zc520tl Vitrine ,648
ZenFone 3 Max (ZC553KL), Smartphone Asus Zenfone 3 Max 32gb 2gb Câmera 16mp + 8mp Android 5 Tela 5.5'' Zc553kl Vitrine Nf-e ,728
ZenFone 3 Zoom (ZE553KL), Celular Asus Zenfone 3 Zoom 32gb Usado Seminovo Excelente ,1.189
ZenFone 4 Max (ZC554KL), Smartphone Asus Zenfone 4 Max 16gb 2gb Ram Zc554kl Vitrine ,749
ZenFone 4 Selfie, Celular Asus Zenfone 4 Selfie 64gb Dual Chip Zd553kl-vitrine ,898
ZenFone 4 Selfie (ZD553KL), Celular Asus Zenfone 4 Selfie 64gb Dual Chip Zd553kl-vitrine ,898
ZenFone 4 Selfie Lite (ZB520KL), Celular Asus Zenfone 5 Selfie Pro 128 G 4 Ram ,1.000
ZenFone 5 (ZE620KL), Asus ZenFone 5 ZE620KL Dual SIM 128 GB Azul-meia-noite 4 GB RAM ,1.678
ZenFone 5 Lite (ZC600KL), Asus Zenfone 5 Selfie Dual Chip Android 7 Tela 5.5 ,799
ZenFone 5Z (ZS620KL/ZS621KL), Celular Asus Zenfone 4 Selfie ,770
ZenFone 6 (ZS630KL)," Zenfone 6 Black Asus 6,4 4g 128 Gb E Câmera Flip - Zs630kl ",2.969
ZenFone Go, Smartphone Asus Zb551kl Zenfone Live 16gb | Vitrine ,501
ZenFone Go (ZB501KL),,
ZenFone Live L1 (ZA550KL), Asus ZenFone Live L1 ZA550KL (Snapdragon 425) Dual SIM 32 GB Preto-meia-noite 2 GB RAM ,789
ZenFone Live Plus (ZB553KL),,
ZenFone Max M1 (ZB555KL), Zenfone Max Plus M1 ,600
ZenFone Max Plus M1 (ZB570TL), Asus ZenFone Max Plus M1 ZB570TL Dual SIM 64 GB Preto-marinho 4 GB RAM ,2.000
ZenFone Max Plus M2 (ZB634KL), Asus ZenFone Max Plus M2 ZB634KL Dual SIM 32 GB Vermelho 3 GB RAM ,1.168
ZenFone Max Pro M2 (ZB630KL/ZB631KL)," Zenfone Max Pro M2 Titan Asus 6,3 4g 128gb Zb631kl-4j092br ",1.269
ZenFone Selfie (ZD551KL), Celular Asus Zenfone Selfie ,775
ZenFone V Live, Asus ZenFone Live L1 ZA550KL (Snapdragon 425) Dual SIM 32 GB Preto-meia-noite 2 GB RAM ,789
ZenFone Zoom (ZX551ML), Asus Zenfone Zoom Zx551ml 128gb 4gb Ram 4g Preto Reembalado ,1.099
ZenFone3, Asus Zenfone3 Preto 32 Gb Memoria Interna ,989
ZenFone4 (ZE554KL), Asus Zenfone 4 Ze554kl 64gb 4gb 4g Dual Verde Reembalado ,1.299
Zenfone 2, Asus ZenFone 5 ZE620KL Dual SIM 128 GB Azul-meia-noite 4 GB RAM ,1.678
Zenfone 2 Laser, Asus Zenfone 2 Laser Ze601kl 32gb 2gb 4g Cinza Reembalado ,649
Zenfone 3, Asus ZenFone Max Shot ZB634KL Dual SIM 64 GB Preto 4 GB RAM ,945
Zenfone 3 Deluxe (ZS570KL), Smartphone Asus Zenfone 3 Deluxe Zs570kl 64gb - Vitrine ,2.000
Zenfone 3 Laser, Celular Asus Zenfone 3 Laser Prateado 32gb ,565
Zenfone 5, Asus ZenFone Max Shot ZB634KL Dual SIM 64 GB Preto 4 GB RAM ,945
Zenfone 6, Asus ZenFone Max Pro M1 ZB602KL (16 Mpx) Dual SIM 64 GB Preto-oceano 4 GB RAM ,2.500
Zenfone Go (ASUS_X00BD), Smartphone Asus Zb551kl Zenfone Live 16gb | Vitrine ,501
Zenfone Go (ASUS_Z00VD), Smartphone Asus Zb551kl Zenfone Live 16gb | Vitrine ,501
Zenfone MAX, Asus ZenFone Max Shot ZB634KL Dual SIM 64 GB Preto 4 GB RAM ,945
\xe5\x8d\x8e\xe4\xb8\xba\xe7\x95\x85\xe4\xba\xab9 Plus,,
\xe8\x8d\xa3\xe8\x80\x80 V9 play,,
\xe8\x8d\xa3\xe8\x80\x809\xe9\x9d\x92\xe6\x98\xa5\xe7\x89\x88,,
\xe8\x8d\xa3\xe8\x80\x809i,,
honor 6x, Celular Smartphone Huawei Honor 6x ,540
iOS Emulator, Apple iPhone 7 32 GB Prata 2 GB RAM ,1.970
iPad, Apple iPhone 5c 8 GB Branco 1 GB RAM ,849
iPad 2, Apple iPhone 5c 8 GB Branco 1 GB RAM ,849
iPad 2 (GSM/A-GPS),,
iPad 3rd Gen (Wi-Fi Only),,
iPad 3rd Gen (Wi-Fi/4G LTE Verizon/GPS),,
iPad 4th Gen (Wi-Fi Only),,
iPad 4th Gen (Wi-Fi/4G LTE AT&T/GPS),,
iPad 6th Generation,,
iPad 9.7-Inch 5th Gen (Cellular),,
iPad 9.7-Inch 5th Gen (WIFI),,
iPad Air (Wi-Fi Only), iPad Mini 3 Wifi 64gb - A1599 ,1.500
